"Guid","Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","Lds_Block_Size","Scratch_Size","Vgpr_Count","Accum_Vgpr_Count","Sgpr_Count","Counter_Name","Counter_Value","Timestamp","Start_Timestamp","End_Timestamp"
"00000b06-12c3-72c3-990d-a087f50db010",1,1,"Agent 2",1,3675,3675,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES",0.0,18480887641576,0,0
"00000b06-12c3-72c3-990d-a087f50db010",1,1,"Agent 2",1,3675,3675,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES",0.0,18480887641578,0,0
"00000b06-12c3-72c3-990d-a087f50db010",1,1,"Agent 2",1,3675,3675,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES",0.0,18480887641586,0,0
"00000b06-12c3-72c3-990d-a087f50db010",1,1,"Agent 2",1,3675,3675,1048576,11,"void addition_kernel<float>(float*, float const*, float const*, int, int)",64,0,0,8,0,16,"SQ_WAVES",0.0,18480887641587,0,0
